label,level,T,RGB,t_ratio,dominant
full,0,0.7512419819831848,0.49627602100372314,0.602189291203733,THERMAL
full,1,0.5499811172485352,0.30121827125549316,0.6461248970285018,THERMAL
full,2,0.40590548515319824,0.27782589197158813,0.5936622169652507,THERMAL
full,3,0.28324389457702637,0.17335180938243866,0.6203385010419447,THERMAL
full,4,0.115117147564888,0.13806922733783722,0.45467354871944277,RGB
